ticker,year,company_name,hard_Environmental,hard_Social,hard_Governance,hard_overall
AAPL,2022,Apple Inc,0.39552551180356454,0.3642393579575266,0.6115987202474134,0.45712119666950146
AAPL,2023,Apple Inc,0.45820081758931186,0.17434292059020517,0.6889757285774766,0.44050648891899785
AAPL,2024,Apple Inc,0.19534253097892285,0.36231241490872157,0.8495029583344753,0.4690526347407065
AAPL,2025,Apple Inc,0.759377340578255,0.11052584513644091,0.4168048357222627,0.42890267381231956
MSFT,2023,Microsoft Corp,0.8999223497409378,0.43417542261990294,0.604348544573647,0.6461487723114959
MSFT,2024,Microsoft Corp,0.14330530561347843,0.7396632989582723,0.8475640577714659,0.5768442207810722
MSFT,2025,Microsoft Corp,0.1942051471155696,0.19616901584047783,0.5802756710515413,0.32354994466919623
MSFT,2022,Microsoft Corp,0.6706584230489038,0.5073873919779229,0.25160118714355273,0.47654900072345985
GOOG,2023,Alphabet Inc,0.5379318508015658,0.7201478986610079,0.32807744353856116,0.5287190643337116
GOOG,2025,Alphabet Inc,0.6802166299163788,0.6839879938781043,0.8906636179044513,0.7516227472329781
AMZN,2023,Amazon.com Inc,0.7740117239186131,0.4420405959729744,0.4227801029270769,0.5462774742728881
AMZN,2024,Amazon.com Inc,0.493264870208176,0.2539530504163164,0.34972034166947097,0.36564608743132115
AMZN,2025,Amazon.com Inc,0.3753776367599855,0.6770445284219482,0.6945340784071273,0.5823187478630203
AMZN,2026,Amazon.com Inc,0.30289092879186574,0.32323643815091296,0.3838581380487771,0.33666183499718527
JPM,2023,JPMorgan Chase,0.16709284030795557,0.5374528911264552,0.22939789547645645,0.3113145423036224
JPM,2024,JPMorgan Chase,0.7841349221788741,0.3606834668446134,0.8217779381248098,0.6555321090494325
JPM,2025,JPMorgan Chase,0.6321714281366154,0.2418465593942611,0.6066956785067951,0.4935712220125572
JPM,2026,JPMorgan Chase,0.7495650293951969,0.5154301860483917,0.674536976365918,0.6465107306031689
SYM001,2022,Synthetic Company 1,0.3134660119917039,0.24089772169222395,0.5570028185570064,0.37045551741364474
SYM001,2023,Synthetic Company 1,0.12170461771796842,0.22870583107228795,0.46513435166528905,0.27184826681851515
SYM001,2024,Synthetic Company 1,0.507640981334032,0.5752242642132627,0.49232924103504905,0.5250648288607812
SYM002,2022,Synthetic Company 2,0.5246695804200937,0.49872500033855605,0.671729944153902,0.5650415083041839
SYM002,2023,Synthetic Company 2,0.4183283247814331,0.8037599259937377,0.7566211494203202,0.6595698000651636
SYM002,2024,Synthetic Company 2,0.37227511737796337,0.8137076658210549,0.3093568529397379,0.4984465453795854
SYM003,2022,Synthetic Company 3,0.21704679220152176,0.658310154795714,0.6692769483482028,0.5148779651151462
SYM003,2023,Synthetic Company 3,0.426023207484178,0.6812116333773904,0.3870265545175954,0.49808713179305464
SYM003,2024,Synthetic Company 3,0.5080670577283853,0.6505470931807986,0.8496774025973409,0.6694305178355083
SYM004,2022,Synthetic Company 4,0.11363410860954418,0.32717118939320733,0.8723909738124599,0.4377320906050704
SYM004,2023,Synthetic Company 4,0.17874126269890933,0.6381243258104103,0.12594866572272548,0.3142714180773484
SYM004,2024,Synthetic Company 4,0.6405661190909828,0.4592898673480187,0.6726050848373324,0.5908203570921112
SYM005,2022,Synthetic Company 5,0.5175614763004782,0.3031335857951726,0.4916412173540927,0.43744542648324786
SYM005,2023,Synthetic Company 5,0.615361577689258,0.8454519491657493,0.44101774872028854,0.6339437585250987
SYM005,2024,Synthetic Company 5,0.788301084932637,0.786977246028051,0.529927817900584,0.7017353829537573
SYM006,2022,Synthetic Company 6,0.7231422149646316,0.6688154770874268,0.6362918189827916,0.67608317034495
SYM006,2023,Synthetic Company 6,0.7371064844519951,0.6414031797838413,0.7577514319424107,0.7120870320594156
SYM006,2024,Synthetic Company 6,0.48483443310379837,0.8797364697339399,0.20959274056445834,0.5247212144673989
SYM007,2022,Synthetic Company 7,0.8888844813285591,0.763041168678217,0.20627748391139733,0.6194010446393912
SYM007,2023,Synthetic Company 7,0.2848707353012686,0.4019420047596115,0.2830315260071557,0.32328142202267857
SYM007,2024,Synthetic Company 7,0.8482278933186721,0.8491836090129917,0.788271843205563,0.8285611151790756
SYM008,2022,Synthetic Company 8,0.4396606696486549,0.613014059328256,0.760360720836365,0.6043451499377587
SYM008,2023,Synthetic Company 8,0.6782867050916404,0.24876566425719046,0.3374408031126942,0.4214977241538416
SYM008,2024,Synthetic Company 8,0.414397881629341,0.3765640072328379,0.5107755643244113,0.43391248439553004
SYM009,2022,Synthetic Company 9,0.7272559252103837,0.13885632867806566,0.4446914283277271,0.43693456073872544
SYM009,2023,Synthetic Company 9,0.2771616388276631,0.3128554063699017,0.1353554853076666,0.24179084350174382
SYM009,2024,Synthetic Company 9,0.8709475080458745,0.17033187424950985,0.29363268641270085,0.4449706895693617
SYM010,2022,Synthetic Company 10,0.3347669709356276,0.709931850187873,0.26507544459245436,0.43659142190531836
SYM010,2023,Synthetic Company 10,0.32625470572455983,0.23164050645614137,0.8019972004820254,0.4532974708875755
SYM010,2024,Synthetic Company 10,0.8767808331659553,0.579321126131699,0.2245853747601097,0.560229111352588
SYM011,2022,Synthetic Company 11,0.6941226113973202,0.7199279735349643,0.7174439183555933,0.7104981677626259
SYM011,2023,Synthetic Company 11,0.4913125255916956,0.4034204515708464,0.7403595226555159,0.545030833272686
SYM011,2024,Synthetic Company 11,0.10244867482505252,0.5709299627192332,0.6394965996937454,0.43762507907934367
SYM012,2022,Synthetic Company 12,0.7314154336940659,0.7047939942413618,0.46406408150193634,0.633424503145788
SYM012,2023,Synthetic Company 12,0.5595512131052269,0.8831382664248738,0.28834426630426446,0.577011248611455
SYM012,2024,Synthetic Company 12,0.858321686731227,0.743388405759449,0.2907973528364739,0.63083581510905
SYM013,2022,Synthetic Company 13,0.4171972680516197,0.20352959503562973,0.618108222960785,0.41294502868267813
SYM013,2023,Synthetic Company 13,0.8538397853429811,0.615201537308506,0.8375863652800138,0.768875895977167
SYM013,2024,Synthetic Company 13,0.7175392764389692,0.7781418610529938,0.5734798503608999,0.6897203292842876
SYM014,2022,Synthetic Company 14,0.6540470773413083,0.5086950457172755,0.5917141283189282,0.5848187504591708
SYM014,2023,Synthetic Company 14,0.8028118157294436,0.5921793001187735,0.17229515111405702,0.5224287556540914
SYM014,2024,Synthetic Company 14,0.2701259875773063,0.7248367608242358,0.2027123406943897,0.39922502969864393
SYM015,2022,Synthetic Company 15,0.19523600701364982,0.29568053924190263,0.6409681232231352,0.3772948898262292
SYM015,2023,Synthetic Company 15,0.30951935031924993,0.3185255426423741,0.6005968973170113,0.4095472634262118
SYM015,2024,Synthetic Company 15,0.4380681285258018,0.3542456487751815,0.47384156280027556,0.42205178003375293
SYM016,2022,Synthetic Company 16,0.2985393301332193,0.5052115778984129,0.24725878574931281,0.3503365645936483
SYM016,2023,Synthetic Company 16,0.185831585483826,0.5176392469961136,0.22770494302426336,0.3103919251680677
SYM016,2024,Synthetic Company 16,0.36873374824391536,0.8407356126560444,0.7353343614574199,0.6482679074524599
SYM017,2022,Synthetic Company 17,0.6160797868518875,0.47592111297246,0.10992881816659139,0.400643239330313
SYM017,2023,Synthetic Company 17,0.4821153951736834,0.8440207453759034,0.5571489977324166,0.6277617127606678
SYM017,2024,Synthetic Company 17,0.7968124942965533,0.28351765568287457,0.16542199836127783,0.4152507161135686
SYM018,2022,Synthetic Company 18,0.2510689273926383,0.6189164441058581,0.10869663241408177,0.32622733463752607
SYM018,2023,Synthetic Company 18,0.4350232102649113,0.37205399893678126,0.8781153240472069,0.5617308444162998
SYM018,2024,Synthetic Company 18,0.4104549457897314,0.1004526015320379,0.6607105830126117,0.39053937677812706
SYM019,2022,Synthetic Company 19,0.388476522434402,0.45519274943870325,0.7095024127834625,0.5177238948855226
SYM019,2023,Synthetic Company 19,0.6976565982266876,0.2924535049894644,0.5369043334457365,0.5090048122206294
SYM019,2024,Synthetic Company 19,0.19475381624832544,0.13665555906260718,0.8021632047811215,0.37785752669735134
SYM020,2022,Synthetic Company 20,0.45806915109682833,0.3796728879433504,0.17854245015799697,0.3387614963993919
SYM020,2023,Synthetic Company 20,0.810940312877548,0.49160374869494805,0.2495817335860827,0.5173752650528596
SYM020,2024,Synthetic Company 20,0.15852600233265512,0.6430719533480539,0.31093684965956403,0.37084493511342437
SYM021,2022,Synthetic Company 21,0.1256238268247162,0.8411081803827163,0.3880629616993617,0.4515983229689314
SYM021,2023,Synthetic Company 21,0.1677549938483538,0.14398347617355603,0.2877930254691645,0.19984383183035812
SYM021,2024,Synthetic Company 21,0.16720485004708702,0.3104149040919504,0.12695010039776156,0.20152328484559967
SYM022,2022,Synthetic Company 22,0.5833339984925143,0.24316272962644742,0.1358722349805076,0.32078965436648976
SYM022,2023,Synthetic Company 22,0.24842257282708646,0.6639232266774646,0.29116703148483414,0.4011709436631284
SYM022,2024,Synthetic Company 22,0.43765433640630047,0.21763330749304421,0.4446214423445115,0.3666363620812854
SYM023,2022,Synthetic Company 23,0.6331707431710943,0.3711369410904193,0.3655563198859614,0.456621334715825
SYM023,2023,Synthetic Company 23,0.44768455940490715,0.2735396503712998,0.7315144894230743,0.48424623306642706
SYM023,2024,Synthetic Company 23,0.17910588308150857,0.7820903278577073,0.25665538464886933,0.40595053186269503
SYM024,2022,Synthetic Company 24,0.39977486620608693,0.10591776650248397,0.3714416272189718,0.29237808664251425
SYM024,2023,Synthetic Company 24,0.896685856999832,0.8031219918122887,0.14575037593140944,0.61518607491451
SYM024,2024,Synthetic Company 24,0.631530327931777,0.2615485614665074,0.6674733206259532,0.5201840700080792
SYM025,2022,Synthetic Company 25,0.86460595998964,0.38626099904547173,0.7203565718426046,0.657074510292572
SYM025,2023,Synthetic Company 25,0.5074866900238024,0.8494145168560742,0.1132039748258344,0.4900350605685703
SYM025,2024,Synthetic Company 25,0.8113439332531502,0.7029010029096021,0.7376130047411695,0.7506193136346407
SYM026,2022,Synthetic Company 26,0.6351762477662763,0.7312938261140655,0.6448003277266323,0.6704234672023247
SYM026,2023,Synthetic Company 26,0.821916037080645,0.3429645526026617,0.1273018315245353,0.4307274737359474
SYM026,2024,Synthetic Company 26,0.5902992324248939,0.744850685152817,0.7263013563172488,0.6871504246316533
SYM027,2022,Synthetic Company 27,0.21558127601214566,0.41015186902762757,0.6265024155015307,0.4174118535137679
SYM027,2023,Synthetic Company 27,0.32790121726892396,0.5975779914033615,0.613910359132548,0.5131298559349445
SYM027,2024,Synthetic Company 27,0.2757009671681774,0.8233501210043904,0.22040751486245666,0.43981953434500815
SYM028,2022,Synthetic Company 28,0.6051732573811313,0.39637784992508796,0.5418149983960944,0.5144553685674378
SYM028,2023,Synthetic Company 28,0.4005678657379116,0.13204813951213615,0.8633457657029159,0.4653205903176545
SYM028,2024,Synthetic Company 28,0.8519215970673888,0.27179364430455855,0.8898725306796248,0.6711959240171907
SYM029,2022,Synthetic Company 29,0.22994120736548196,0.205280830361649,0.7408932045359101,0.3920384140876803
SYM029,2023,Synthetic Company 29,0.4731282097378705,0.34447119481183586,0.40719553123737784,0.4082649785956947
SYM029,2024,Synthetic Company 29,0.5117859468310717,0.8535171852279478,0.23460899061891105,0.5333040408926436
SYM030,2022,Synthetic Company 30,0.46754396252402586,0.43785077272752115,0.5732279083867556,0.4928742145461009
SYM030,2023,Synthetic Company 30,0.23929310033043932,0.3495014128259218,0.3230746546754908,0.30395638927728397
